110043.SH,无锡转债,99.8438,8.9,43173,0.1881,8.33,10.8858
123008.SZ,康泰转债,120.0814,47.01,43178,0.0258,54.46,0.9008
113019.SH,玲珑转债,103.1819,19.1,43181,0.2118,30,9.9192
113504.SH,艾华转债,107.9819,36.59,43182,0.0219,48.84,8.7581
128036.SZ,金农转债,100.9726,9.72,43192,0.0497,17.15,4.9781
123009.SZ,星源转债,121.9712,27.99,43200,0.0409,26.25,0.1681
127005.SZ,长证转债,107.983,7.6,43201,0.124,12.89,12.9958
128038.SZ,利欧转债,98.9762,2.76,43209,0.2702,9.4,4.2193
128037.SZ,岩土转债,96.4655,8.05,43215,0.0901,10,3.7067
113507.SH,天马转债,96.977,11.04,43227,0.0297,28.8,5.3574
127006.SZ,敖东转债,104.9671,21.12,43231,0.1238,26.66,10.4581
113506.SH,鼎信转债,108.8762,21.86,43234,0.072,5,0.723
113509.SH,新泉转债,96.6344,25.34,43273,0.0306,33.1,8.687
128039.SZ,三力转债,91.4519,7.38,43280,0.1334,31.18,10.8238
113511.SH,千禾转债,97.4827,25.86,43291,0.1427,7.16,18.6991
113510.SH,再升转债,99.2726,11.32,43294,0.0631,8.61,19.1834
110044.SH,广电转债,95.9693,6.91,43305,0.34,15.93,7.814
113512.SH,景旺转债,117.9792,50.01,43305,0.2089,37.26,6.1259
110045.SH,海澜转债,98.9844,12.4,43312,1.0198,39.26,7.6589
113514.SH,威帝转债,101.8626,5.92,43325,0.2832,16.83,-0.7045
123011.SZ,德尔转债,98.0116,35.26,43326,0.3253,35.51,0.2652
113516.SH,苏农转债,97.174,6.34,43332,0.5087,12.21,2.766
128043.SZ,东音转债,95.4715,13.47,43339,0.2132,39.22,4.463
123012.SZ,万顺转债,92.4651,6.47,43341,1.7253,27.68,2.8931
128042.SZ,凯中转债,92.9605,13.25,43346,0.1981,16.83,10.8362
128044.SZ,岭南转债,96.0819,10.7,43347,0.8722,35.34,6.8113
123015.SZ,蓝盾转债,95.5149,7.89,43356,0.8606,26.34,6.4489
113518.SH,顾家转债,98.9693,52.38,43382,0.7514,47.39,14.5626
128046.SZ,利尔转债,99.9997,18.82,43413,0.1526,27.36,11.0973
113520.SH,百合转债,102.974,19.03,43430,0.2036,44.12,1.0222
110047.SH,山鹰转债,99.9781,3.34,43444,0.4967,8.7,4.6252
113522.SH,旭升转债,110.0081,29.86,43445,0.3175,15,-3.0331
113020.SH,桐昆转债,99.9003,12.63,43446,0.192,13.33,13.5913
128049.SZ,华源转债,96.4071,7.58,43454,0.9521,24.49,-0.0662
127008.SZ,特发转债,102.7562,6.78,43459,0.157,39.18,-5.7221
113523.SH,伟明转债,99.9814,23.92,43460,0.3484,44.03,4.0156
113524.SH,奇精转债,96.1626,14.76,43472,0.5741,36.36,1.6353
128051.SZ,光华转债,96.464,17.03,43474,0.4371,16.04,10.8682
113525.SH,台华转债,99.8715,11.56,43476,0.4214,18.76,8.942
128052.SZ,凯龙转债,105.9562,6.97,43486,1.4422,35.67,-6.4836
110050.SH,佳都转债,103.4627,7.95,43486,2.3503,43.68,2.7633
123018.SZ,溢利转债,99.9616,8.41,43488,1.2732,34.59,2.8388
113526.SH,联泰转债,103.6778,12.31,43514,0.1461,52.67,6.2657
127010.SZ,平银转债,113.9841,11.77,43514,0.0449,49.56,18.1859
113527.SH,维格转债,106.263,14.96,43515,0.3954,7.1,5.4953
127009.SZ,冰轮转债,112.0573,5.52,43517,0.1413,29.15,9.1797
128053.SZ,尚荣转债,122.1959,4.94,43531,0.52,10.67,-5.3634
128054.SZ,中宠转债,109.7193,37.97,43538,0.1276,3.64,11.6184
113021.SH,中信转债,107.6368,7.45,43543,0.0182,65.79,25.7188
113528.SH,长城转债,113.4726,24.18,43544,0.0376,27.16,4.83
123019.SZ,中来转债,114.7144,20.41,43546,0.0615,6,-1.0201
128056.SZ,今飞转债,108.9622,6.8,43546,0.0819,10,1.9342
110051.SH,中天转债,111.7848,10.29,43546,0.0195,17.65,16.0472
123021.SZ,万信转2,114.9759,13.62,43549,0.0171,18.29,5.8055
113022.SH,浙商转债,105.9907,12.53,43552,0.0173,25,24.7974
123020.SZ,富祥转债,119.9523,18.05,43553,0.0412,19.05,-7.3326
110052.SH,贵广转债,119.9558,8.13,43553,0.0121,22.31,-6.1996
128057.SZ,博彦转债,114.9603,8.9,43557,0.0511,3.72,3.048
128059.SZ,视源转债,116.9748,76.25,43557,0.02,5.1,17.7957
113529.SH,绝味转债,125.5748,40.52,43557,0.006,28,1.3158
128055.SZ,长青转2,124.9507,11.41,43558,0.0268,3.72,-3.5784
110053.SH,苏银转债,108.9885,7.9,43558,0.039,5.54,18.925
110055.SH,伊力转债,124.9712,17.6,43559,0.0181,3.34,5.8026
127011.SZ,中鼎转2,119.9616,11.99,43559,0.0083,46,12.5913
128058.SZ,拓邦转债,119.9638,5.64,43563,0.0621,6.98,7.5577
123022.SZ,长信转债,112.1837,6.38,43565,0.0107,11.81,16.8221
110054.SH,通威转债,117.9671,12.44,43565,0.0111,51.44,12.7404
128060.SZ,中装转债,106.977,6.24,43570,0.0509,22.86,6.9316
110056.SH,亨通转债,108.9762,21.79,43571,0.0181,15.65,8.9891
123023.SZ,迪森转债,107.9793,7.39,43571,0.0216,5,-2.7384
123024.SZ,岱勒转债,108.4693,24.9,43572,0.0162,23.34,-1.3036
113530.SH,大丰转债,103.1448,16.88,43573,0.0213,13.88,15.1812
123025.SZ,精测转债,111.9699,75.88,43574,0.0208,29.22,10.7688
113531.SH,百姓转债,109.8663,60.59,43577,0.0331,2.14,16.1691
128061.SZ,启明转债,111.9682,28.33,43579,0.0139,5.22,9.2039
128063.SZ,未来转债,114.9699,8.74,43579,0.0154,53.43,-7.5388
113532.SH,海环转债,105.0648,7.8,43579,0.0167,54.35,2.3126
128062.SZ,亚药转债,107.9811,16.3,43579,0.0288,5.7,-2.1908
113533.SH,参林转债,105.9819,48.05,43579,0.0546,10,11.3707
113024.SH,核建转债,102.9896,9.93,43581,0.0199,61.74,16.8903
110057.SH,现代转债,103.9836,10.09,43585,0.0357,16.33,7.0264
113534.SH,鼎胜转债,96.9759,20.8,43585,0.0208,31.9,19.9475
127012.SZ,招路转债,98.999,9.34,43585,0.07,6.37,11.7225
113025.SH,明泰转债,97.4393,11.49,43592,0.0305,4.84,12.9656
128064.SZ,司尔转债,97.4671,6.25,43592,0.0204,11.41,8.4097
110058.SH,永鼎转债,94.9748,6.5,43593,0.0144,30,19.2207
113026.SH,核能转债,102.9868,6.32,43593,0.0309,69.23,15.5031
128065.SZ,雅化转债,94.9736,8.98,43595,0.0631,1.53,27.4046
128066.SZ,亚泰转债,98.8516,17.49,43599,0.0085,47.24,16.8846
127013.SZ,创维转债,99.8649,11.56,43601,0.0261,19.23,21.1556
128067.SZ,一心转债,119.9652,27.28,43602,0.0087,31.86,5.7666
113535.SH,大业转债,110.0715,12.56,43619,0.0346,38.83,-1.5455
113536.SH,三星转债,101.9726,19.75,43640,0.0305,15.66,1.2088
128068.SZ,和而转债,101.9693,9.09,43647,0.0829,17.36,3.6989
123026.SZ,中环转债,112.9599,12.31,43647,0.0541,21.56,-6.5133
123027.SZ,蓝晓转债,109.1671,29.59,43650,0.0223,24.98,2.4342
113537.SH,文灿转债,102.0844,19.93,43651,0.103,13.64,1.4564
113028.SH,环境转债,120.1885,10.44,43654,0.0306,46.44,-5.7502
113027.SH,华钰转债,102.9778,10.17,43656,0.0722,1.84,-1.6127
128069.SZ,华森转债,99.8653,18.11,43657,0.0185,20,6.0744
123028.SZ,清水转债,103.0556,11.95,43661,0.0858,26.53,-4.1026
113538.SH,安图转债,112.0995,64.11,43668,0.0348,67.49,4.4349
128070.SZ,智能转债,98.0699,9.55,43669,0.0251,18.26,11.5408
113539.SH,圣达转债,107.9605,28.78,43672,0.0308,28.93,-8.4426
113540.SH,南威转债,100.3799,10.13,43682,0.0639,22.73,10.4225
113541.SH,荣晟转债,99.9799,18.72,43690,0.0634,19.7,8.8916
113542.SH,好客转债,103.8548,16.62,43700,0.0556,41.04,18.7377
113543.SH,欧派转债,123.6181,101.46,43712,0.0558,53.51,6.804
123029.SZ,英科转债,118.9644,16.25,43718,0.0396,41.54,12.0062
128073.SZ,哈尔转债,110.977,5.8,43719,0.0383,20,7.3289
123030.SZ,九洲转债,112.2671,5.7,43720,0.0413,20.78,2.6647
128071.SZ,合兴转债,104.4927,4.38,43724,0.086,1.45,12.9137
128072.SZ,翔鹭转债,110.0693,15.36,43724,0.0311,15.4,7.1183
123031.SZ,晶瑞转债,116.9182,18.38,43734,0.0455,1.33,-0.6797
113544.SH,桃李转债,113.9815,47.54,43753,0.0314,24.95,17.1788
128074.SZ,游族转债,109.9782,17.06,43759,0.0935,23.7,13.2368
128075.SZ,远东转债,104.9679,5.79,43769,0.0162,24.94,12.61
123032.SZ,万里转债,103.082,6.92,43769,0.0247,12.2,24.7324
128077.SZ,华夏转债,116.1685,10.52,43776,0.0203,35.95,4.4688
113545.SH,金能转债,101.1726,11.55,43776,0.0346,20,16.3321
128078.SZ,太极转债,117.4792,31.61,43777,0.0429,38.97,11.4556
128076.SZ,金轮转债,106.9715,14.96,43777,0.0157,20,4.666
110059.SH,浦发转债,103.4896,15.05,43784,0.3017,21.56,28.6992
128079.SZ,英联转债,105.9549,13.54,43790,0.0146,28.04,2.4132
113546.SH,迪贝转债,101.9589,18.45,43790,0.0148,23.05,14.4199
127014.SZ,北方转债,106.9603,8.84,43790,0.0238,43.17,19.2255
113548.SH,石英转债,110.0715,15.25,43791,0.0182,27.78,13.6165
113547.SH,索发转债,103.0689,10.67,43791,0.0227,30.29,10.2427
123033.SZ,金力转债,112.9726,41.2,43794,0.04,36.55,11.5442
123034.SZ,通光转债,103.0658,7.98,43797,0.0217,50.51,4.3047
110060.SH,天路转债,106.4549,7.24,43797,0.0191,22.67,13.3245
110061.SH,川投转债,115.5379,9.92,43801,0.0114,50.63,16.7571
128080.SZ,顺丰转债,114.9879,40.41,43808,0.0181,60.34,27.9963
123035.SZ,利德转债,108.9644,7.04,43808,0.0517,30.48,21.931
113551.SH,福特转债,119.4737,41.04,43810,0.0069,28.69,12.7057
113549.SH,白电转债,107.9778,8.99,43810,0.0334,15.45,10.9336
113550.SH,常汽转债,107.9658,9.93,43811,0.0436,37.29,7.6192
128081.SZ,海亮转债,109.9756,9.83,43815,0.0226,45.13,7.1819
113552.SH,克来转债,121.1853,27.86,43818,0.0027,23.2,8.3099
110062.SH,烽火转债,120.2868,25.99,43824,0.02,21,19.8428
128083.SZ,新北转债,117.9836,11.9,43830,0.0353,9.38,17.213
110063.SH,鹰19转债,123.3719,3.3,43833,0.0918,19.95,8.5274
128082.SZ,华锋转债,112.2741,13.17,43836,0.0346,1.7,2.3368
113553.SH,金牌转债,121.9715,62.69,43837,0.0047,43.84,15.1353
113029.SH,明阳转债,120.0748,12.66,43837,0.0473,3.72,17.3401
128085.SZ,鸿达转债,116.1737,3.98,43838,0.0303,19.7,8.6463
113556.SH,至纯转债,127.007,29.47,43839,0.0069,29.36,15.8921
128086.SZ,国轩转债,129.9726,12.21,43840,0.0183,24.91,0.8051
113554.SH,仙鹤转债,119.2786,13.67,43840,0.0109,52,9.568
113559.SH,永创转债,121.2988,10.39,43840,0.0144,29.48,3.0973
123036.SZ,先导转债,129.9745,39.15,43840,0.0349,31.09,16.2211
113557.SH,森特转债,120.0748,10.26,43840,0.0051,35.39,7.9469
128084.SZ,木森转债,119.9705,12.95,43840,0.0236,35.04,13.8985
110065.SH,淮矿转债,114.9879,9.93,43843,0.0168,49.97,14.8328
113555.SH,振德转债,123.943,20.04,43844,0.0067,55,5.7194
113558.SH,日月转债,124.4748,19.68,43844,0.0323,19.75,14.5935
128087.SZ,孚日转债,114.866,6.39,43846,0.0229,24.49,6.8908
128088.SZ,深南转债,129.9803,149.25,43846,0.0642,19.74,10.4265
110064.SH,建工转债,113.8693,4.65,43846,0.0711,20,13.7438
128091.SZ,新天转债,113.9688,16.49,43847,0.0059,33.84,2.4723
113030.SH,东风转债,110.9693,6.9,43850,0.0107,5.71,16.061
128089.SZ,麦米转债,125.9714,20.31,43851,0.016,21.25,7.886
128093.SZ,百川转债,109.874,6,43851,0.0198,1.98,13.0797
123038.SZ,联得转债,129.9603,25.39,43852,0.0098,35,-5.1103
123037.SZ,新莱转债,122.9521,11.18,43852,0.0134,27.4,0.5611
128092.SZ,唐人转债,107.9737,8.86,43852,0.0415,19.19,19.9525
128090.SZ,汽模转2,129.977,4.19,43853,0.0171,4.9,-7.2207
123039.SZ,开润转债,121.9603,33.34,43853,0.0083,42.6,9.4599
123040.SZ,乐普转债,125.0827,32.39,43853,0.0264,12.12,25.1547
113562.SH,N璞泰转,120.9721,83.18,43865,0.0079,30.07,19.0149
127015.SZ,希望转债,107.4819,19.78,43865,0.0493,29.72,32.8366
